1.588,-0.188,-0.970,-2.518,-0.317,-0.483,0.781,0.537,
1.891,0.255,-2.161,-3.650,-0.115,-0.409,-0.061,1.939,
1.937,-0.526,-1.473,-2.697,-0.317,-0.381,0.173,1.005,
4.070,-1.352,-1.284,-4.278,-1.755,-0.331,2.482,0.081,
1.405,0.481,-3.248,-4.367,3.040,-1.953,-2.954,2.016,
4.803,0.579,-3.017,-7.170,-0.906,-0.616,2.941,1.058,
5.471,1.103,-2.333,-7.488,-0.731,-1.826,2.915,-0.682,
2.088,0.975,-1.275,-3.256,-0.138,-0.956,0.654,0.255,
7.593,1.456,-3.625,-10.552,-1.117,-2.563,4.047,-0.253,
5.894,0.575,-2.898,-6.657,-0.558,-1.897,1.879,0.973,
7.086,0.442,-2.981,-8.042,-0.587,-2.730,3.784,-1.938,
4.140,0.513,-1.919,-5.890,-0.403,-1.268,2.209,-0.542,
6.699,1.265,-2.617,-8.351,-0.705,-2.098,2.597,-0.742,
4.981,1.209,-2.240,-7.000,-0.040,-2.935,2.958,-0.575,
4.403,1.235,-2.780,-6.618,0.089,-1.808,1.440,0.147,
1.107,1.037,-1.475,-3.276,0.178,-0.633,0.871,0.337,
0.240,0.803,-1.388,-2.174,-0.060,0.099,0.142,1.157,
1.866,2.465,-2.251,-4.813,0.043,-0.884,0.120,1.314,
3.596,0.480,-1.750,-4.839,-0.960,-1.078,2.061,0.142,
5.829,0.160,-2.712,-7.791,-0.426,-2.059,3.262,-0.876,
-0.249,1.856,-0.794,-1.686,-1.200,1.308,-0.306,1.377,
5.921,-2.084,-3.134,-6.294,-1.649,-0.949,2.589,2.414,
2.743,-2.263,-2.491,-3.179,2.802,-2.553,-1.045,0.391,
5.181,0.544,-3.265,-7.723,-0.796,-0.763,3.043,1.067,
5.775,-0.231,-3.053,-7.673,-1.001,-1.719,3.199,1.228,
1.546,0.659,-1.141,-2.661,-0.079,-0.616,0.372,0.206,
4.040,0.384,-2.386,-6.254,-0.106,-1.232,2.283,-0.311,
0.519,0.929,-1.278,-2.319,0.226,-0.127,0.005,0.406,
4.946,0.543,-2.451,-5.443,-0.483,-1.571,1.636,0.750,
1.608,-0.473,-0.828,-2.887,-0.604,-0.204,1.504,-0.047,
3.060,0.500,-1.383,-4.105,-0.398,-1.276,1.885,-0.323,
1.610,-0.403,-0.781,-3.020,-0.631,-0.113,1.405,0.057,
6.430,2.661,-3.196,-8.275,-0.370,-3.622,3.006,-0.693,
2.126,1.226,-2.187,-4.999,0.425,-1.012,1.104,0.268,
3.643,0.353,-2.745,-5.342,-0.191,-0.870,0.247,1.965,
0.235,1.002,-1.822,-2.596,1.760,-1.527,-0.788,0.085,
3.328,0.117,-2.341,-5.055,0.400,-1.718,1.376,0.423,
6.094,-0.299,-3.229,-8.812,0.691,-3.028,3.623,-1.639,
5.474,0.737,-2.416,-7.079,-0.910,-1.374,2.776,-0.505,
3.781,0.007,-2.339,-5.723,0.392,-1.776,2.227,-0.452,
4.851,0.830,-2.689,-5.869,-1.264,-0.564,0.884,1.105,
1.507,0.397,-3.019,-4.197,2.640,-1.684,-2.734,2.026,
4.112,0.998,-2.079,-4.986,-0.593,-1.508,1.278,0.189,
2.878,0.041,-2.335,-3.837,-0.118,-0.480,-0.166,1.551,
2.125,2.051,-4.580,-8.154,-0.182,0.522,-0.051,3.618,
0.785,0.714,-1.662,-2.782,1.504,-1.165,-0.708,0.314,
6.491,-0.005,-2.646,-7.669,0.103,-3.190,3.618,-1.885,
7.213,0.120,-3.646,-9.184,-1.372,-0.932,2.567,1.392,
8.786,0.035,-4.463,-11.175,-1.694,-1.266,3.521,1.684,
6.579,0.094,-3.298,-8.294,-1.290,-0.855,2.342,1.249,
8.155,-1.953,-3.205,-7.122,-2.338,-1.327,2.613,1.505,
4.255,-1.177,-2.317,-5.510,-0.376,-1.130,2.584,0.351,
1.674,-0.398,-1.617,-2.744,-0.166,-0.352,0.073,1.260,
0.040,0.670,-1.158,-1.890,-0.158,0.389,0.184,0.762,
6.391,0.042,-2.670,-6.945,0.123,-3.060,2.774,-1.978,
5.638,-1.043,-3.889,-9.000,0.348,-2.226,4.080,0.699,
4.242,0.547,-1.740,-5.014,-0.691,-1.735,2.501,-0.817,
1.519,1.521,-2.671,-5.015,0.284,-0.467,0.377,1.446,
1.889,-0.357,-1.934,-2.844,0.240,-0.745,0.006,1.192,
5.728,0.089,-2.928,-7.336,-0.922,-0.844,1.934,0.959,
4.161,1.367,-2.153,-5.956,-1.118,-1.515,1.937,1.077,
