1.913,0.423,-1.677,-2.027,0.546,0.315,-2.207,1.629,
3.560,2.132,-3.553,-4.195,1.721,-0.464,-2.331,3.497,
7.146,-0.442,-4.772,-3.857,0.584,0.824,-1.815,0.951,
13.796,-3.231,-7.743,-1.470,1.970,0.685,9.208,0.343,
7.857,-6.204,-2.111,-5.996,3.377,0.806,-5.933,1.721,
8.206,2.188,-3.460,-5.337,2.885,-5.393,7.750,3.006,
20.247,-2.177,-8.306,-6.135,-0.117,-1.519,11.125,0.908,
10.017,5.049,-5.904,0.231,1.953,-0.281,-0.617,-5.063,
16.095,-1.556,-4.725,-8.322,-1.359,1.388,8.960,-3.354,
16.273,-1.219,-3.446,-4.084,-2.661,2.394,7.700,-2.480,
24.163,-8.115,-6.794,-2.189,-0.983,3.232,-1.452,1.160,
4.215,-0.114,-1.543,-1.699,1.060,0.976,1.847,1.630,
2.466,0.446,-2.179,0.522,0.823,0.169,-0.346,2.439,
7.782,4.640,-2.133,-3.365,-1.082,2.386,1.581,-0.211,
21.100,-1.997,-8.158,-6.427,-1.163,-0.077,11.731,1.079,
3.129,0.452,-1.216,-2.156,-0.279,0.322,-0.705,0.808,
7.945,4.279,-0.079,-5.681,1.195,-8.457,7.202,4.987,
4.234,0.374,1.030,-3.342,-0.550,0.365,0.650,0.756,
11.040,1.559,-5.780,-2.165,-1.318,1.501,8.847,1.237,
4.004,1.026,-0.654,-1.284,1.149,0.234,-0.174,0.666,
8.284,4.208,-5.747,-0.214,2.675,-0.992,-0.598,-3.792,
4.456,0.664,-0.568,-2.398,-0.535,0.992,1.759,-0.149,
7.112,0.051,-1.944,-2.262,-1.275,0.691,3.756,-0.452,
14.051,-6.986,-3.411,-3.580,0.678,3.724,6.837,-3.282,
8.902,-0.805,-2.755,-2.031,2.297,-0.103,2.553,1.299,
5.861,-0.783,-3.022,-2.562,0.339,0.524,-4.274,3.015,
4.893,0.550,-2.110,-0.717,2.686,-0.640,0.281,1.786,
4.158,1.474,-1.984,-2.141,-0.292,0.770,2.244,0.746,
13.903,-2.760,-5.955,-3.561,-0.793,1.389,4.840,2.174,
10.494,1.302,-0.749,-1.991,-4.691,-4.980,-0.898,2.948,
8.354,-6.305,-3.117,-5.046,1.970,0.869,-5.539,1.657,
8.117,-1.329,-2.165,-4.251,-0.078,-0.543,2.953,1.333,
9.416,2.503,-6.663,-4.042,0.161,-0.086,2.042,7.780,
5.275,-0.251,-1.883,-3.040,1.349,1.103,-2.509,0.891,
16.752,-0.313,-2.482,-6.855,-3.253,1.528,15.552,1.430,
12.859,2.783,-0.443,-5.083,-2.999,-2.559,11.568,3.372,
5.670,-0.496,-5.475,-3.754,0.875,0.549,-0.495,1.689,
3.684,-0.232,-1.008,-0.130,0.138,0.799,0.720,1.445,
13.829,-2.933,-4.853,-6.526,0.243,1.551,7.129,-2.699,
15.340,6.465,-3.614,-5.622,-0.340,-9.449,15.045,3.292,
11.183,-1.419,-1.795,-4.831,-0.218,2.629,6.455,-2.662,
5.862,0.934,-3.689,-3.331,1.547,0.886,1.179,3.048,
3.357,1.279,-2.730,-4.206,2.091,-1.304,-1.403,1.703,
10.536,-1.104,-4.966,-3.827,0.467,0.096,8.240,-1.437,
12.074,5.485,-1.818,-3.983,-3.065,-4.678,10.466,2.845,
8.581,0.389,1.647,-5.843,0.048,-3.620,6.398,4.205,
0.456,1.166,1.016,-1.339,-1.615,2.129,-2.337,1.739,
6.223,3.741,-7.411,-2.431,-0.640,2.507,3.213,6.814,
7.556,-2.133,2.023,0.911,-2.704,-0.211,3.424,6.456,
17.357,-1.590,-4.469,-1.058,-3.404,1.516,-0.362,2.149,
18.571,-10.112,1.507,-5.681,8.333,-3.765,4.453,-7.190,
15.267,-2.906,-4.365,-3.895,-1.365,1.039,7.130,-0.077,
9.574,-2.136,-0.314,-3.871,0.173,1.001,5.648,-2.014,
1.853,-0.163,0.440,-1.548,-0.449,0.964,-2.351,0.597,
15.683,-1.469,-4.315,-6.826,0.221,2.288,11.084,-2.267,
10.413,-1.642,-0.160,-6.330,-0.148,1.353,2.663,-2.781,
11.629,2.405,-0.346,-2.904,-6.861,-7.074,0.279,3.439,
4.794,1.040,0.719,-2.337,-1.189,0.604,1.222,-0.131,
3.016,2.494,-1.166,-1.751,1.250,-0.262,-0.424,1.673,
9.611,-0.459,-3.898,-4.083,-0.099,0.827,7.437,-0.129,
18.622,-0.114,-5.614,-6.337,2.650,-0.966,14.622,-1.301,
14.863,-6.223,-5.790,-4.745,-2.003,4.018,1.893,1.250,
7.124,-0.928,0.380,-3.475,-1.310,2.118,5.178,-0.493,
10.302,-0.343,-0.005,-6.243,-1.866,-0.039,1.728,-3.047,
13.203,-6.127,-3.864,-3.598,0.743,3.427,7.320,-3.218,
16.679,-1.095,-4.467,-1.448,-3.350,0.317,1.233,0.366,
5.137,2.124,0.099,-2.187,1.773,-3.858,3.971,-0.616,
7.540,0.534,-2.285,-1.716,1.207,0.194,5.817,3.626,
16.872,5.275,-1.153,-5.522,-3.462,-4.209,14.881,3.715,
9.993,-0.531,-3.755,-3.753,0.293,-0.619,5.377,-0.708,
16.474,-1.140,-5.527,-7.171,0.266,1.151,12.627,-0.936,
8.374,-0.184,0.307,-5.587,-1.590,0.643,1.011,-2.597,
4.461,-1.229,-0.403,-0.333,1.223,2.001,0.553,-0.398,
4.176,0.542,-6.288,-2.891,3.733,0.007,-0.540,6.047,
7.064,5.719,-7.124,-6.813,2.338,2.974,4.250,4.081,
7.312,4.575,0.574,-6.529,1.957,-10.418,7.428,5.815,
7.559,0.749,-1.000,-2.718,-0.475,-1.461,4.501,0.631,
11.397,-1.985,-0.680,-2.190,-1.328,0.998,-5.225,0.151,
8.579,-1.590,-2.301,-4.730,2.381,-0.726,2.879,0.941,
16.412,-0.139,-4.042,-1.714,-3.829,-0.113,2.816,-0.776,
11.406,-7.459,-3.797,-6.200,1.574,1.323,-7.560,1.082,
8.757,-5.623,-2.263,-5.460,0.833,0.710,-6.447,0.896,
6.570,-0.711,-1.238,-4.486,-0.239,-0.284,4.168,0.303,
4.507,-0.450,-1.367,-3.587,4.729,-1.205,-0.722,3.832,
3.893,0.094,-1.834,-2.412,0.214,0.289,3.280,0.290,
8.492,4.093,-4.940,-0.108,-0.624,1.174,0.101,-2.704,
4.735,0.350,1.520,-3.721,1.923,-1.139,-0.126,0.480,
5.229,1.196,-4.435,-0.918,0.775,1.199,3.080,3.544,
5.650,0.826,-0.476,-3.685,2.831,1.432,-6.079,2.938,
7.534,-1.187,-1.546,-2.169,-1.194,0.360,-2.822,1.734,
8.971,-1.991,1.194,0.037,-1.788,-0.628,4.885,6.748,
13.021,-1.239,-3.316,-3.041,-2.070,1.755,7.594,-2.026,
15.318,-1.775,-5.266,-4.840,-0.666,-1.718,9.259,-0.157,
11.112,-0.774,-0.660,-6.409,-0.395,-0.550,4.068,-1.788,
11.311,1.401,-3.812,-1.121,-2.426,1.552,5.030,1.621,
18.863,-2.412,-6.991,-4.383,-1.640,1.900,8.831,0.518,
8.540,5.036,0.256,-5.481,-0.768,-7.333,8.351,4.621,
12.413,-2.715,-2.003,-6.668,-0.892,1.725,6.187,-3.858,
6.349,1.306,2.069,-5.576,0.512,1.353,-1.728,2.239,
16.171,-3.609,-8.418,-2.498,2.649,0.683,10.728,-0.531,
2.901,-2.256,-5.528,-1.402,4.519,1.402,-3.681,7.034,
18.824,-3.554,-2.799,-0.133,-4.072,3.777,-6.193,0.646,
3.101,1.638,1.007,-0.103,0.442,0.777,-3.871,2.824,
16.238,5.462,-3.927,-5.630,1.281,-9.259,15.491,2.803,
1.158,1.724,-0.553,-3.063,1.433,-0.430,-0.425,2.989,
16.794,-0.237,-5.150,-3.395,-0.721,-1.460,11.804,1.136,
21.116,-4.018,-8.888,-4.961,-1.160,2.405,7.800,1.921,
7.761,-0.617,-0.852,0.292,1.367,0.092,0.431,1.895,
9.224,-2.786,-2.657,-4.220,0.868,-0.224,4.800,-0.526,
5.877,-0.951,-1.217,-2.952,0.222,1.945,-2.278,3.392,
8.961,2.431,0.702,-2.139,-7.112,-7.485,-1.362,2.888,
15.529,-2.651,-5.218,-4.701,-0.492,2.434,9.779,-1.753,
7.989,0.204,1.303,-5.424,-0.014,-3.158,5.803,4.303,
9.887,-0.476,-3.018,-3.260,-1.374,2.986,3.651,-1.009,
10.882,-1.754,-1.449,-3.435,-0.828,2.205,4.513,-0.651,
19.626,-3.690,-8.545,-3.350,-1.458,2.818,7.101,3.323,
6.923,-0.648,-0.761,-3.751,-1.077,0.081,4.177,-1.443,
24.823,-8.680,-7.242,-1.995,-1.184,3.968,-1.166,0.652,
9.070,-3.566,-2.206,-3.175,-0.508,3.204,6.662,-2.578,
17.811,-0.294,-2.494,-6.215,-3.321,1.385,15.142,1.560,
3.139,0.578,-1.260,-2.233,-0.257,0.406,-0.918,0.865,
5.008,1.747,-0.576,-3.007,-1.630,-0.726,2.528,1.082,
7.277,-0.645,-3.991,-2.991,-0.976,1.345,-2.201,-0.049,
1.064,0.644,-0.778,-0.832,-0.105,1.589,-1.815,1.985,
13.873,-2.907,-5.144,-6.756,0.813,2.177,7.759,-2.135,
14.825,-2.253,-5.520,-6.544,-0.682,1.557,9.617,-1.855,
6.971,-1.642,-6.430,-4.397,-0.562,1.294,0.901,-1.128,
13.920,-1.428,-3.240,-7.309,-0.051,0.608,8.048,-2.014,
15.160,-2.386,-5.021,-6.798,1.321,2.966,10.275,-2.618,
9.191,3.046,-8.692,-6.090,11.610,-3.409,1.277,9.899,
9.057,1.670,1.077,-5.558,0.430,-4.887,6.911,3.446,
2.522,-1.799,-3.090,-1.089,1.575,-2.294,-2.668,3.908,
5.772,-0.914,-3.052,-1.901,2.404,0.802,-1.450,4.078,
6.563,0.609,1.168,-4.445,-1.376,1.539,3.771,1.242,
16.104,0.409,-4.815,-4.748,2.120,-0.843,13.676,-1.333,
1.823,0.803,1.057,-1.692,-0.769,0.044,0.052,0.907,
14.590,-1.559,-5.399,-4.993,-0.259,0.199,6.825,-0.396,
2.877,0.721,-2.982,-3.723,1.123,-0.691,0.841,2.206,
11.461,-2.872,-3.960,-5.457,1.619,-0.497,5.983,-0.208,
13.957,-1.618,-3.890,-3.800,-1.875,1.175,6.301,-1.552,
14.756,-1.560,-6.562,-3.149,-0.795,1.591,6.825,0.718,
4.674,1.686,-2.631,-2.039,0.174,-1.162,3.057,2.607,
14.464,-2.082,-2.792,-6.682,0.440,1.278,11.269,-3.150,
15.959,0.786,-4.342,-4.696,0.984,-0.865,12.772,-1.357,
3.793,1.885,-2.256,0.038,-2.382,1.378,1.845,1.938,
15.894,-3.037,-2.623,-0.866,-4.466,4.541,-5.589,0.935,
20.341,-3.348,-6.735,-7.948,-0.182,-2.436,10.614,0.480,
4.068,-1.145,-4.492,0.599,3.374,1.890,0.183,6.097,
3.955,1.896,1.797,-3.102,1.661,1.783,-5.934,2.626,
9.102,-2.802,-4.422,-6.168,4.402,-4.094,4.716,2.813,
6.344,-1.399,-1.325,-2.705,-0.087,1.868,5.671,-2.304,
12.963,-1.547,-4.611,-6.287,0.873,1.285,9.649,-1.603,
10.439,-2.171,-3.944,-4.226,1.606,-0.321,5.229,1.151,
9.754,0.014,0.467,-6.408,-0.994,0.192,1.852,-2.299,
16.973,-2.937,-2.531,-0.801,-3.781,3.704,-1.941,0.203,
3.556,0.098,-5.535,-3.433,-1.148,2.550,0.951,0.426,
11.401,-6.588,-3.021,-3.204,0.527,3.308,4.848,-2.479,
12.199,0.704,-2.186,-3.239,-5.371,-5.973,2.327,2.252,
10.247,-5.447,-3.919,-2.430,-7.517,6.050,-11.289,1.249,
3.835,1.510,-2.153,-0.050,-1.830,1.551,2.136,2.136,
7.889,-1.443,-2.733,-3.109,1.517,-0.375,3.463,1.692,
5.442,-0.701,0.151,-2.964,-0.446,0.089,2.128,0.425,
3.334,1.316,0.174,-0.855,1.026,0.728,1.108,2.922,
14.865,-1.418,-3.529,-3.409,-2.256,2.172,6.768,-2.167,
7.694,4.048,-2.171,-3.352,-1.339,2.191,2.361,-0.117,
17.098,-0.096,-4.179,-3.316,-0.080,-3.649,13.701,0.294,
9.374,3.636,-5.153,-0.634,0.696,0.770,-1.282,-2.431,
18.564,-10.507,1.271,-5.609,8.891,-3.648,4.364,-7.224,
10.564,2.848,0.563,-2.671,-7.199,-7.575,0.223,3.192,
17.139,-0.955,-4.336,-5.198,-2.002,1.771,13.736,1.043,
